Date (month/day/year)	Time (UTC)	Latitude (degrees)	Longitude (degrees)
10/26/2009	12:38:05 AM	47.66872	-122.36328
10/26/2009	12:38:10 AM	47.66872	-122.36338
10/26/2009	12:38:15 AM	47.66872	-122.36343
10/26/2009	12:38:20 AM	47.66870	-122.36385
10/26/2009	12:38:25 AM	47.66870	-122.36452
10/26/2009	12:38:30 AM	47.66872	-122.36522
10/26/2009	12:38:35 AM	47.66873	-122.36573
10/26/2009	12:38:40 AM	47.66873	-122.36587
10/26/2009	12:38:45 AM	47.66873	-122.36587
10/26/2009	12:38:50 AM	47.66872	-122.36587
10/26/2009	12:38:55 AM	47.66872	-122.36593
10/26/2009	12:39:00 AM	47.66873	-122.36632
10/26/2009	12:39:05 AM	47.66873	-122.36657
10/26/2009	12:39:10 AM	47.66873	-122.36657
10/26/2009	12:39:15 AM	47.66873	-122.36657
10/26/2009	12:39:20 AM	47.66873	-122.36657
10/26/2009	12:39:25 AM	47.66875	-122.36660
10/26/2009	12:39:30 AM	47.66873	-122.36695
10/26/2009	12:39:35 AM	47.66870	-122.36763
10/26/2009	12:39:40 AM	47.66870	-122.36850
10/26/2009	12:39:45 AM	47.66870	-122.36940
10/26/2009	12:39:50 AM	47.66870	-122.37028
10/26/2009	12:39:55 AM	47.66870	-122.37117
10/26/2009	12:40:00 AM	47.66870	-122.37203
10/26/2009	12:40:05 AM	47.66870	-122.37287
10/26/2009	12:40:10 AM	47.66872	-122.37368
10/26/2009	12:40:15 AM	47.66875	-122.37425
10/26/2009	12:40:20 AM	47.66875	-122.37435
10/26/2009	12:40:25 AM	47.66875	-122.37433
10/26/2009	12:40:30 AM	47.66875	-122.37433
10/26/2009	12:40:35 AM	47.66875	-122.37457
10/26/2009	12:40:40 AM	47.66875	-122.37505
10/26/2009	12:40:45 AM	47.66877	-122.37548
10/26/2009	12:40:50 AM	47.66877	-122.37568
10/26/2009	12:40:55 AM	47.66877	-122.37572
10/26/2009	12:41:00 AM	47.66877	-122.37572
10/26/2009	12:41:05 AM	47.66877	-122.37572
10/26/2009	12:41:10 AM	47.66877	-122.37578
10/26/2009	12:41:15 AM	47.66877	-122.37613
10/26/2009	12:41:20 AM	47.66877	-122.37657
10/26/2009	12:41:25 AM	47.66877	-122.37667
10/26/2009	12:41:30 AM	47.66877	-122.37667
10/26/2009	12:41:35 AM	47.66877	-122.37667
10/26/2009	12:41:40 AM	47.66877	-122.37665
10/26/2009	12:41:45 AM	47.66877	-122.37665
10/26/2009	12:41:50 AM	47.66877	-122.37665
10/26/2009	12:41:55 AM	47.66877	-122.37667
10/26/2009	12:42:00 AM	47.66877	-122.37685
10/26/2009	12:42:05 AM	47.66875	-122.37728
10/26/2009	12:42:10 AM	47.66872	-122.37793
10/26/2009	12:42:15 AM	47.66875	-122.37867
10/26/2009	12:42:20 AM	47.66877	-122.37910
10/26/2009	12:42:25 AM	47.66875	-122.37915
10/26/2009	12:42:30 AM	47.66873	-122.37915
10/26/2009	12:42:35 AM	47.66872	-122.37913
10/26/2009	12:42:40 AM	47.66870	-122.37917
10/26/2009	12:42:45 AM	47.66870	-122.37953
10/26/2009	12:42:50 AM	47.66870	-122.38023
10/26/2009	12:42:55 AM	47.66872	-122.38107
10/26/2009	12:43:00 AM	47.66872	-122.38168
10/26/2009	12:43:05 AM	47.66873	-122.38190
10/26/2009	12:43:10 AM	47.66873	-122.38190
10/26/2009	12:43:15 AM	47.66873	-122.38188
10/26/2009	12:43:20 AM	47.66873	-122.38188
10/26/2009	12:43:25 AM	47.66873	-122.38188
10/26/2009	12:43:30 AM	47.66875	-122.38217
10/26/2009	12:43:35 AM	47.66875	-122.38248
10/26/2009	12:43:40 AM	47.66877	-122.38253
10/26/2009	12:43:45 AM	47.66877	-122.38253
10/26/2009	12:43:50 AM	47.66877	-122.38253
10/26/2009	12:43:55 AM	47.66877	-122.38253
10/26/2009	12:44:00 AM	47.66877	-122.38253
10/26/2009	12:44:05 AM	47.66878	-122.38252
10/26/2009	12:44:10 AM	47.66878	-122.38252
10/26/2009	12:44:15 AM	47.66878	-122.38252
10/26/2009	12:44:20 AM	47.66878	-122.38252
10/26/2009	12:44:25 AM	47.66880	-122.38252
10/26/2009	12:44:30 AM	47.66880	-122.38252
10/26/2009	12:44:35 AM	47.66880	-122.38253
10/26/2009	12:44:40 AM	47.66878	-122.38277
10/26/2009	12:44:45 AM	47.66878	-122.38332
10/26/2009	12:44:50 AM	47.66877	-122.38392
10/26/2009	12:44:55 AM	47.66878	-122.38455
10/26/2009	12:45:00 AM	47.66875	-122.38515
10/26/2009	12:45:05 AM	47.66875	-122.38568
10/26/2009	12:45:10 AM	47.66875	-122.38603
10/26/2009	12:45:15 AM	47.66875	-122.38608
10/26/2009	12:45:20 AM	47.66877	-122.38610
10/26/2009	12:45:25 AM	47.66877	-122.38612
10/26/2009	12:45:30 AM	47.66877	-122.38617
10/26/2009	12:45:35 AM	47.66872	-122.38620
10/26/2009	12:45:40 AM	47.66867	-122.38622
10/26/2009	12:45:45 AM	47.66862	-122.38617
10/26/2009	12:45:50 AM	47.66860	-122.38612
10/26/2009	12:45:55 AM	47.66858	-122.38603
10/26/2009	12:46:00 AM	47.66857	-122.38597
10/26/2009	12:46:05 AM	47.66857	-122.38597
10/26/2009	12:46:11 AM	47.66853	-122.38590
10/26/2009	12:46:16 AM	47.66853	-122.38583
10/26/2009	12:46:23 AM	47.66855	-122.38577
10/26/2009	12:46:28 AM	47.66855	-122.38580
10/26/2009	12:46:33 AM	47.66860	-122.38583
10/26/2009	12:46:40 AM	47.66863	-122.38582
10/26/2009	12:46:45 AM	47.66863	-122.38582
10/26/2009	12:46:50 AM	47.66860	-122.38580
10/26/2009	12:46:55 AM	47.66862	-122.38580
10/26/2009	12:47:00 AM	47.66860	-122.38580
10/26/2009	12:47:05 AM	47.66858	-122.38578
10/26/2009	12:47:10 AM	47.66858	-122.38580
10/26/2009	12:47:15 AM	47.66862	-122.38580
10/26/2009	12:47:20 AM	47.66862	-122.38580
10/26/2009	12:47:25 AM	47.66863	-122.38580
10/26/2009	12:47:30 AM	47.66862	-122.38577
10/26/2009	12:47:35 AM	47.66862	-122.38575
10/26/2009	12:47:40 AM	47.66862	-122.38575
10/26/2009	12:47:45 AM	47.66867	-122.38577
10/26/2009	12:47:50 AM	47.66868	-122.38578
10/26/2009	12:47:55 AM	47.66868	-122.38580
10/26/2009	12:48:00 AM	47.66867	-122.38580
10/26/2009	12:48:05 AM	47.66865	-122.38578
10/26/2009	12:48:10 AM	47.66865	-122.38577
10/26/2009	12:48:15 AM	47.66862	-122.38578
10/26/2009	12:48:20 AM	47.66862	-122.38577
10/26/2009	12:48:25 AM	47.66862	-122.38577
10/26/2009	12:48:30 AM	47.66863	-122.38577
10/26/2009	12:48:35 AM	47.66862	-122.38575
10/26/2009	12:48:40 AM	47.66862	-122.38575
10/26/2009	12:48:45 AM	47.66862	-122.38577
10/26/2009	12:48:50 AM	47.66863	-122.38578
10/26/2009	12:48:55 AM	47.66867	-122.38580
10/26/2009	12:49:00 AM	47.66870	-122.38578
10/26/2009	12:49:05 AM	47.66868	-122.38580
10/26/2009	12:49:10 AM	47.66872	-122.38580
10/26/2009	12:49:15 AM	47.66875	-122.38583
10/26/2009	12:49:20 AM	47.66873	-122.38583
10/26/2009	12:49:25 AM	47.66873	-122.38583
10/26/2009	12:49:30 AM	47.66875	-122.38582
10/26/2009	12:49:35 AM	47.66875	-122.38582
10/26/2009	12:49:40 AM	47.66877	-122.38585
10/26/2009	12:49:45 AM	47.66878	-122.38588
10/26/2009	12:49:50 AM	47.66880	-122.38588
10/26/2009	12:49:55 AM	47.66885	-122.38590
10/26/2009	12:50:00 AM	47.66883	-122.38592
10/26/2009	12:50:05 AM	47.66883	-122.38592
10/26/2009	12:50:10 AM	47.66883	-122.38592
10/26/2009	12:50:15 AM	47.66878	-122.38588
